ID,marital,education,job,default
34155,single,basic.9y,blue-collar,no
34156,married,high.school,blue-collar,no
34157,single,university.degree,admin.,no
34158,married,high.school,admin.,no
34159,married,high.school,services,no
34160,married,basic.9y,self-employed,no
34161,married,basic.9y,blue-collar,
34162,married,basic.9y,blue-collar,no
34163,single,professional.course,technician,no
34164,married,basic.4y,blue-collar,no
34165,single,professional.course,technician,no
34166,single,basic.9y,admin.,no
34167,married,basic.4y,entrepreneur,
34168,married,basic.6y,blue-collar,no
34169,single,basic.9y,blue-collar,no
34170,single,high.school,student,no
34171,single,basic.6y,blue-collar,no
34172,single,high.school,services,no
34173,single,high.school,unemployed,no
34174,married,university.degree,admin.,no
34175,married,basic.6y,blue-collar,
34176,divorced,basic.6y,blue-collar,no
34177,single,basic.9y,housemaid,
34178,single,university.degree,self-employed,no
34179,married,basic.9y,blue-collar,
34180,married,professional.course,technician,no
34181,married,basic.9y,self-employed,no
34182,married,high.school,services,no
34183,single,basic.4y,blue-collar,no
34184,single,university.degree,admin.,no
34185,single,high.school,technician,no
34186,single,university.degree,management,no
34187,single,high.school,blue-collar,
34188,married,basic.9y,retired,no
34189,single,high.school,student,no
34190,single,professional.course,technician,no
34191,single,high.school,blue-collar,no
34192,single,high.school,services,no
34193,married,basic.4y,blue-collar,no
34194,single,basic.9y,admin.,no
34195,married,high.school,admin.,no
34196,married,basic.6y,blue-collar,no
34197,divorced,professional.course,admin.,no
34198,single,basic.9y,blue-collar,no
34199,married,basic.4y,unemployed,
34200,married,basic.4y,entrepreneur,
34201,divorced,university.degree,housemaid,no
34202,married,basic.4y,blue-collar,no
34203,divorced,high.school,services,no
34204,married,basic.4y,housemaid,no
34205,single,high.school,admin.,no
34206,divorced,university.degree,admin.,
34207,single,university.degree,technician,no
34208,married,university.degree,admin.,no
34209,single,basic.9y,blue-collar,no
34210,married,basic.9y,blue-collar,no
34211,divorced,high.school,admin.,no
34212,married,basic.9y,self-employed,no
34213,married,university.degree,admin.,no
34214,married,high.school,blue-collar,no
34215,married,basic.9y,blue-collar,no
34216,single,university.degree,admin.,no
34217,single,high.school,student,no
34218,married,basic.9y,blue-collar,
34219,single,basic.9y,blue-collar,no
34220,married,university.degree,management,no
34221,married,basic.9y,blue-collar,
34222,divorced,basic.9y,blue-collar,no
34223,married,high.school,services,
34224,single,high.school,admin.,no
34225,married,university.degree,admin.,no
34226,married,basic.9y,blue-collar,no
34227,divorced,basic.9y,blue-collar,no
34228,married,basic.6y,blue-collar,
34229,single,basic.9y,blue-collar,no
34230,married,basic.9y,blue-collar,no
34231,single,basic.9y,blue-collar,no
34232,married,professional.course,admin.,no
34233,married,basic.6y,blue-collar,no
34234,single,basic.9y,blue-collar,
34235,single,basic.9y,blue-collar,no
34236,single,high.school,services,no
34237,single,university.degree,technician,no
34238,single,professional.course,technician,no
34239,single,basic.4y,housemaid,no
34240,single,basic.4y,services,
34241,single,university.degree,management,no
34242,single,high.school,admin.,no
34243,single,high.school,admin.,no
34244,divorced,basic.9y,admin.,no
34245,married,basic.4y,blue-collar,
34246,single,basic.4y,blue-collar,no
34247,married,university.degree,management,no
34248,married,high.school,services,no
34249,married,professional.course,blue-collar,no
34250,single,basic.9y,technician,no
34251,married,high.school,self-employed,no
34252,married,basic.9y,technician,no
34253,married,basic.6y,blue-collar,no
34254,single,university.degree,technician,no
34255,married,basic.4y,blue-collar,no
34256,single,university.degree,admin.,no
34257,married,basic.9y,blue-collar,no
34258,married,high.school,blue-collar,
34259,married,basic.4y,blue-collar,
34260,single,high.school,student,no
34261,single,university.degree,admin.,no
34262,divorced,basic.9y,blue-collar,no
34263,single,basic.9y,blue-collar,
34264,married,high.school,services,
34265,married,professional.course,technician,no
34266,single,high.school,services,no
34267,single,high.school,admin.,no
34268,married,university.degree,technician,no
34269,single,basic.9y,services,no
34270,single,high.school,admin.,no
34271,single,high.school,student,no
34272,married,professional.course,blue-collar,no
34273,married,basic.6y,blue-collar,
34274,single,university.degree,admin.,no
34275,married,basic.4y,blue-collar,no
34276,married,professional.course,admin.,no
34277,divorced,basic.9y,blue-collar,
34278,married,basic.6y,technician,no
34279,married,high.school,services,no
34280,married,professional.course,technician,no
34281,divorced,university.degree,management,
34282,married,basic.9y,blue-collar,no
34283,single,high.school,admin.,no
34284,married,high.school,services,
34285,single,basic.9y,self-employed,no
34286,married,university.degree,admin.,
34287,single,basic.9y,blue-collar,no
34288,married,basic.6y,blue-collar,no
34289,divorced,university.degree,entrepreneur,
34290,married,basic.9y,blue-collar,no
34291,married,basic.9y,blue-collar,
34292,single,basic.9y,blue-collar,
34293,divorced,high.school,services,no
34294,married,professional.course,technician,no
34295,single,basic.9y,blue-collar,no
34296,single,high.school,services,no
34297,married,basic.4y,blue-collar,no
34298,married,basic.4y,blue-collar,no
34299,married,university.degree,management,no
34300,single,high.school,services,no
34301,divorced,high.school,services,no
34302,married,high.school,self-employed,no
34303,single,university.degree,management,no
34304,married,high.school,services,no
34305,married,basic.4y,blue-collar,no
34306,married,basic.9y,blue-collar,no
34307,married,university.degree,management,no
34308,single,high.school,blue-collar,no
34309,single,basic.4y,blue-collar,no
34310,single,basic.4y,blue-collar,no
34311,single,high.school,admin.,no
34312,divorced,basic.9y,blue-collar,
34313,divorced,basic.9y,blue-collar,
34314,single,,student,no
34315,married,basic.4y,blue-collar,no
34316,single,university.degree,management,no
34317,single,university.degree,management,no
34318,married,high.school,entrepreneur,no
34319,married,high.school,admin.,no
34320,married,basic.9y,blue-collar,no
34321,single,basic.9y,blue-collar,no
34322,single,high.school,services,no
34323,single,basic.9y,technician,no
34324,married,basic.9y,self-employed,
34325,married,basic.9y,self-employed,
34326,married,basic.9y,technician,no
34327,married,high.school,admin.,no
34328,single,university.degree,management,no
34329,single,high.school,admin.,
34330,single,university.degree,management,no
34331,divorced,high.school,admin.,no
34332,married,basic.9y,blue-collar,no
34333,married,basic.9y,admin.,
34334,single,high.school,services,no
34335,single,high.school,admin.,no
34336,divorced,university.degree,management,
34337,married,basic.9y,blue-collar,no
34338,divorced,high.school,admin.,no
34339,married,high.school,services,no
34340,single,professional.course,technician,no
34341,married,basic.9y,blue-collar,no
34342,married,basic.9y,blue-collar,no
34343,married,basic.9y,blue-collar,no
34344,single,professional.course,self-employed,
34345,married,basic.9y,blue-collar,no
34346,married,basic.9y,blue-collar,no
34347,single,professional.course,technician,no
34348,married,high.school,admin.,no
34349,single,basic.9y,technician,no
34350,single,basic.9y,blue-collar,no
34351,divorced,basic.9y,blue-collar,
34352,single,high.school,services,no
34353,single,basic.6y,blue-collar,
34354,married,basic.9y,blue-collar,no
34355,single,basic.9y,blue-collar,no
34356,married,professional.course,technician,no
34357,married,professional.course,admin.,no
34358,married,professional.course,admin.,no
34359,single,basic.9y,services,no
34360,married,professional.course,admin.,no
34361,married,high.school,services,no
34362,married,professional.course,technician,no
34363,single,basic.9y,blue-collar,no
34364,single,professional.course,self-employed,
34365,single,university.degree,management,no
34366,married,professional.course,admin.,no
34367,married,basic.9y,blue-collar,
34368,married,basic.4y,blue-collar,
34369,single,university.degree,self-employed,no
34370,married,professional.course,admin.,no
34371,married,professional.course,blue-collar,no
34372,single,university.degree,self-employed,no
34373,single,university.degree,self-employed,no
34374,married,high.school,admin.,no
34375,married,professional.course,technician,no
34376,married,basic.9y,blue-collar,no
34377,divorced,high.school,entrepreneur,no
34378,married,basic.9y,blue-collar,
34379,single,basic.9y,blue-collar,no
34380,single,high.school,blue-collar,no
34381,married,professional.course,entrepreneur,no
34382,single,,technician,no
34383,single,high.school,services,no
34384,married,professional.course,admin.,no
34385,married,high.school,admin.,no
34386,divorced,high.school,entrepreneur,no
34387,married,high.school,admin.,no
34388,married,high.school,self-employed,no
34389,single,high.school,services,no
34390,single,professional.course,admin.,no
34391,married,university.degree,admin.,no
34392,married,basic.9y,blue-collar,
34393,single,high.school,management,no
34394,married,basic.4y,blue-collar,
34395,single,university.degree,admin.,no
34396,married,professional.course,technician,no
34397,single,high.school,housemaid,no
34398,married,university.degree,admin.,no
34399,married,basic.4y,blue-collar,no
34400,married,basic.6y,blue-collar,
34401,married,professional.course,management,no
34402,single,basic.4y,technician,
34403,married,high.school,services,no
34404,single,basic.4y,blue-collar,no
34405,single,high.school,services,no
34406,married,high.school,services,no
34407,married,basic.6y,blue-collar,
34408,married,high.school,services,no
34409,married,high.school,services,no
34410,,basic.4y,blue-collar,no
34411,single,university.degree,technician,no
34412,single,high.school,services,no
34413,single,high.school,blue-collar,no
34414,single,high.school,student,no
34415,single,basic.9y,blue-collar,no
34416,married,high.school,services,no
34417,married,basic.6y,technician,
34418,single,high.school,admin.,no
34419,single,university.degree,technician,no
34420,married,university.degree,admin.,
34421,single,university.degree,entrepreneur,no
34422,married,basic.6y,entrepreneur,no
34423,,basic.9y,student,no
34424,married,university.degree,blue-collar,no
34425,married,professional.course,management,no
34426,married,basic.4y,blue-collar,
34427,single,high.school,admin.,no
34428,married,high.school,services,no
34429,married,high.school,services,
34430,single,university.degree,entrepreneur,no
